Merilno mesto,GSRN MM,Časovna značka,Leto,Mesec,Energija A+,Energija A-,Energija R+,Energija R-,P+ Prejeta delovna moč,P- Oddana delovna moč,Q+ Prejeta jalova moč,Q- Oddana jalova moč,Blok,Dogovorjena moč,Status odčitka A+,Status odčitka A-,Status odčitka R+,Status odčitka R-,Obračunski podatek
3-5389,383111580014962888,11. 1. 2024 22:00:00,2024,1,24.3250,0.0000,2.9000,0.0000,97.3000,0.0000,11.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,11. 1. 2024 22:15:00,2024,1,24.5000,0.0000,2.4250,0.0000,98.0000,0.0000,9.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,11. 1. 2024 22:30:00,2024,1,24.1000,0.0000,2.6250,0.0000,96.4000,0.0000,10.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,11. 1. 2024 22:45:00,2024,1,22.9500,0.0000,2.7500,0.0000,91.8000,0.0000,11.0000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,11. 1. 2024 23:00:00,2024,1,22.5500,0.0000,2.0500,0.0000,90.2000,0.0000,8.2000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,11. 1. 2024 23:15:00,2024,1,23.0500,0.0000,2.3750,0.0000,92.2000,0.0000,9.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,11. 1. 2024 23:30:00,2024,1,22.9000,0.0000,2.4500,0.0000,91.6000,0.0000,9.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,11. 1. 2024 23:45:00,2024,1,23.4000,0.0000,1.8750,0.0000,93.6000,0.0000,7.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 00:00:00,2024,1,22.8500,0.0000,2.8250,0.0000,91.4000,0.0000,11.3000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 00:15:00,2024,1,22.3500,0.0000,2.8750,0.0000,89.4000,0.0000,11.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 00:30:00,2024,1,19.1500,0.0000,2.4750,0.0000,76.6000,0.0000,9.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 00:45:00,2024,1,19.3500,0.0000,2.8500,0.0000,77.4000,0.0000,11.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 01:00:00,2024,1,19.4250,0.0000,2.3750,0.0250,77.7000,0.0000,9.5000,0.1000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 01:15:00,2024,1,23.1250,0.0000,2.6750,0.0000,92.5000,0.0000,10.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 01:30:00,2024,1,19.9000,0.0000,2.0500,0.0000,79.6000,0.0000,8.2000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 01:45:00,2024,1,20.5000,0.0000,2.3750,0.0000,82.0000,0.0000,9.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 02:00:00,2024,1,18.8500,0.0000,2.2000,0.0000,75.4000,0.0000,8.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 02:15:00,2024,1,18.8000,0.0000,1.8500,0.0250,75.2000,0.0000,7.4000,0.1000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 02:30:00,2024,1,19.7750,0.0000,2.3250,0.0000,79.1000,0.0000,9.3000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 02:45:00,2024,1,22.3250,0.0000,2.9500,0.0000,89.3000,0.0000,11.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 03:00:00,2024,1,19.6500,0.0000,1.9250,0.0250,78.6000,0.0000,7.7000,0.1000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 03:15:00,2024,1,20.0250,0.0000,2.8250,0.0000,80.1000,0.0000,11.3000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 03:30:00,2024,1,20.2500,0.0000,2.6250,0.0000,81.0000,0.0000,10.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 03:45:00,2024,1,19.8000,0.0000,2.1250,0.0000,79.2000,0.0000,8.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 04:00:00,2024,1,20.2500,0.0000,2.4750,0.0000,81.0000,0.0000,9.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 04:15:00,2024,1,23.3750,0.0000,3.1250,0.0000,93.5000,0.0000,12.5000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 04:30:00,2024,1,19.5750,0.0000,2.0750,0.0000,78.3000,0.0000,8.3000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 04:45:00,2024,1,20.1000,0.0000,2.6000,0.0000,80.4000,0.0000,10.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 05:00:00,2024,1,20.4500,0.0000,2.7500,0.0000,81.8000,0.0000,11.0000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 05:15:00,2024,1,20.5750,0.0000,2.2750,0.0250,82.3000,0.0000,9.1000,0.1000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 05:30:00,2024,1,20.9000,0.0000,2.9250,0.0000,83.6000,0.0000,11.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 05:45:00,2024,1,25.3000,0.0000,3.9000,0.0000,101.2000,0.0000,15.6000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 06:00:00,2024,1,34.5250,0.0000,3.4500,0.0000,138.1000,0.0000,13.8000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 06:15:00,2024,1,39.0250,0.0000,4.0250,0.0000,156.1000,0.0000,16.1000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 06:30:00,2024,1,40.3500,0.0000,3.2000,0.0000,161.4000,0.0000,12.8000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 06:45:00,2024,1,44.2000,0.0000,3.8500,0.0000,176.8000,0.0000,15.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 07:00:00,2024,1,44.0000,0.0000,5.2250,0.0000,176.0000,0.0000,20.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 07:15:00,2024,1,42.9750,0.0000,6.2000,0.0000,171.9000,0.0000,24.8000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 07:30:00,2024,1,39.7250,0.0000,6.7250,0.0000,158.9000,0.0000,26.9000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 07:45:00,2024,1,43.3250,0.0000,8.2500,0.0000,173.3000,0.0000,33.0000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 08:00:00,2024,1,53.9500,0.0000,10.3750,0.0000,215.8000,0.0000,41.5000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 08:15:00,2024,1,60.7250,0.0000,10.9750,0.0000,242.9000,0.0000,43.9000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 08:30:00,2024,1,59.1250,0.0000,12.3750,0.0000,236.5000,0.0000,49.5000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 08:45:00,2024,1,65.7250,0.0000,11.3500,0.0000,262.9000,0.0000,45.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 09:00:00,2024,1,64.8250,0.0000,11.6000,0.0000,259.3000,0.0000,46.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 09:15:00,2024,1,58.9750,0.0000,10.4250,0.0000,235.9000,0.0000,41.7000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 09:30:00,2024,1,51.9500,0.0000,9.9500,0.0000,207.8000,0.0000,39.8000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 09:45:00,2024,1,49.9500,0.0000,9.4250,0.0000,199.8000,0.0000,37.7000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 10:00:00,2024,1,51.3000,0.0000,11.3500,0.0000,205.2000,0.0000,45.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 10:15:00,2024,1,50.7750,0.0000,11.5250,0.0000,203.1000,0.0000,46.1000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 10:30:00,2024,1,46.1500,0.0000,9.4500,0.0000,184.6000,0.0000,37.8000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 10:45:00,2024,1,45.2250,0.0000,9.6000,0.0000,180.9000,0.0000,38.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 11:00:00,2024,1,49.6750,0.0000,9.6250,0.0000,198.7000,0.0000,38.5000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 11:15:00,2024,1,53.7000,0.0000,11.3000,0.0000,214.8000,0.0000,45.2000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 11:30:00,2024,1,48.7750,0.0000,11.6500,0.0000,195.1000,0.0000,46.6000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 11:45:00,2024,1,48.6500,0.0000,11.9500,0.0000,194.6000,0.0000,47.8000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 12:00:00,2024,1,49.7500,0.0000,11.3000,0.0000,199.0000,0.0000,45.2000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 12:15:00,2024,1,55.4250,0.0000,12.0750,0.0000,221.7000,0.0000,48.3000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 12:30:00,2024,1,53.7750,0.0000,12.2500,0.0000,215.1000,0.0000,49.0000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 12:45:00,2024,1,51.7250,0.0000,11.7750,0.0000,206.9000,0.0000,47.1000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 13:00:00,2024,1,53.0000,0.0000,12.3500,0.0000,212.0000,0.0000,49.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 13:15:00,2024,1,53.7250,0.0000,10.8000,0.0000,214.9000,0.0000,43.2000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 13:30:00,2024,1,58.8750,0.0000,11.8750,0.0000,235.5000,0.0000,47.5000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 13:45:00,2024,1,53.6250,0.0000,11.4000,0.0000,214.5000,0.0000,45.6000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 14:00:00,2024,1,50.4750,0.0000,10.6500,0.0000,201.9000,0.0000,42.6000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 14:15:00,2024,1,53.5500,0.0000,11.3750,0.0000,214.2000,0.0000,45.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 14:30:00,2024,1,47.4750,0.0000,9.4250,0.0000,189.9000,0.0000,37.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 14:45:00,2024,1,47.2250,0.0000,10.1750,0.0000,188.9000,0.0000,40.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 15:00:00,2024,1,45.9500,0.0000,9.7250,0.0000,183.8000,0.0000,38.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 15:15:00,2024,1,42.4750,0.0000,8.3500,0.0000,169.9000,0.0000,33.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 15:30:00,2024,1,46.0750,0.0000,8.9500,0.0000,184.3000,0.0000,35.8000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 15:45:00,2024,1,44.5500,0.0000,9.4500,0.0000,178.2000,0.0000,37.8000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 16:00:00,2024,1,41.6750,0.0000,8.9500,0.0000,166.7000,0.0000,35.8000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 16:15:00,2024,1,41.8750,0.0000,7.4250,0.0000,167.5000,0.0000,29.7000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 16:30:00,2024,1,38.4000,0.0000,4.7250,0.0000,153.6000,0.0000,18.9000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 16:45:00,2024,1,34.4250,0.0000,2.1000,0.0000,137.7000,0.0000,8.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 17:00:00,2024,1,34.5500,0.0000,3.3500,0.0000,138.2000,0.0000,13.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 17:15:00,2024,1,37.0000,0.0000,6.4250,0.0000,148.0000,0.0000,25.7000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 17:30:00,2024,1,35.5250,0.0000,6.6000,0.0000,142.1000,0.0000,26.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 17:45:00,2024,1,34.9750,0.0000,7.3000,0.0000,139.9000,0.0000,29.2000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 18:00:00,2024,1,36.0500,0.0000,7.3500,0.0000,144.2000,0.0000,29.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 18:15:00,2024,1,35.4000,0.0000,6.3500,0.0000,141.6000,0.0000,25.4000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 18:30:00,2024,1,32.0000,0.0000,6.4500,0.0000,128.0000,0.0000,25.8000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 18:45:00,2024,1,29.2750,0.0000,4.3250,0.0000,117.1000,0.0000,17.3000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 19:00:00,2024,1,28.3000,0.0000,3.7750,0.0000,113.2000,0.0000,15.1000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 19:15:00,2024,1,25.6250,0.0000,3.2000,0.0000,102.5000,0.0000,12.8000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 19:30:00,2024,1,25.1500,0.0000,3.1500,0.0000,100.6000,0.0000,12.6000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 19:45:00,2024,1,19.4000,0.0000,2.7750,0.0000,77.6000,0.0000,11.1000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 20:00:00,2024,1,19.8250,0.0000,2.7750,0.0000,79.3000,0.0000,11.1000,0.0000,1,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 20:15:00,2024,1,20.3500,0.0000,2.9250,0.0000,81.4000,0.0000,11.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 20:30:00,2024,1,17.9000,0.0000,1.7250,0.0000,71.6000,0.0000,6.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 20:45:00,2024,1,18.1750,0.0000,2.6750,0.0000,72.7000,0.0000,10.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 21:00:00,2024,1,17.7750,0.0000,3.0750,0.0250,71.1000,0.0000,12.3000,0.1000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 21:15:00,2024,1,17.2500,0.0000,1.4000,0.0000,69.0000,0.0000,5.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 21:30:00,2024,1,18.0250,0.0000,2.6250,0.0000,72.1000,0.0000,10.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 21:45:00,2024,1,17.3000,0.0000,2.1000,0.0000,69.2000,0.0000,8.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 22:00:00,2024,1,20.3500,0.0000,2.3250,0.0000,81.4000,0.0000,9.3000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 22:15:00,2024,1,18.1750,0.0000,2.6000,0.0000,72.7000,0.0000,10.4000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 22:30:00,2024,1,17.6000,0.0000,1.5750,0.0000,70.4000,0.0000,6.3000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 22:45:00,2024,1,18.0250,0.0000,2.7750,0.0000,72.1000,0.0000,11.1000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 23:00:00,2024,1,17.4250,0.0000,2.7250,0.0000,69.7000,0.0000,10.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 23:15:00,2024,1,16.9000,0.0000,1.2750,0.0000,67.6000,0.0000,5.1000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 23:30:00,2024,1,17.3750,0.0000,2.7250,0.0000,69.5000,0.0000,10.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,12. 1. 2024 23:45:00,2024,1,17.1500,0.0000,1.9250,0.0000,68.6000,0.0000,7.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 00:00:00,2024,1,21.1500,0.0000,2.7500,0.0000,84.6000,0.0000,11.0000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 00:15:00,2024,1,17.1750,0.0000,2.4750,0.0000,68.7000,0.0000,9.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 00:30:00,2024,1,16.9250,0.0000,1.5750,0.0000,67.7000,0.0000,6.3000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 00:45:00,2024,1,17.1250,0.0000,2.2250,0.0000,68.5000,0.0000,8.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 01:00:00,2024,1,17.8250,0.0000,2.5000,0.0000,71.3000,0.0000,10.0000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 01:15:00,2024,1,16.9250,0.0000,1.4000,0.0000,67.7000,0.0000,5.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 01:30:00,2024,1,16.9250,0.0000,1.7000,0.0000,67.7000,0.0000,6.8000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 01:45:00,2024,1,17.0000,0.0000,1.7750,0.0250,68.0000,0.0000,7.1000,0.1000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 02:00:00,2024,1,20.5000,0.0000,2.2500,0.0000,82.0000,0.0000,9.0000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 02:15:00,2024,1,17.4750,0.0000,2.3500,0.0000,69.9000,0.0000,9.4000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 02:30:00,2024,1,17.1500,0.0000,1.3250,0.0000,68.6000,0.0000,5.3000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 02:45:00,2024,1,16.8000,0.0000,1.1250,0.0000,67.2000,0.0000,4.5000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 03:00:00,2024,1,17.5500,0.0000,2.1500,0.1250,70.2000,0.0000,8.6000,0.5000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 03:15:00,2024,1,17.3250,0.0000,1.5000,0.0000,69.3000,0.0000,6.0000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 03:30:00,2024,1,17.3250,0.0000,1.7250,0.0000,69.3000,0.0000,6.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 03:45:00,2024,1,16.9750,0.0000,1.8000,0.0000,67.9000,0.0000,7.2000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 04:00:00,2024,1,20.6250,0.0000,2.2000,0.0000,82.5000,0.0000,8.8000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 04:15:00,2024,1,17.9750,0.0000,2.3750,0.0000,71.9000,0.0000,9.5000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 04:30:00,2024,1,17.4250,0.0000,1.2000,0.1000,69.7000,0.0000,4.8000,0.4000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 04:45:00,2024,1,17.6500,0.0000,1.4250,0.0000,70.6000,0.0000,5.7000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 05:00:00,2024,1,17.3750,0.0000,1.9000,0.0250,69.5000,0.0000,7.6000,0.1000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 05:15:00,2024,1,17.4250,0.0000,0.7250,0.0000,69.7000,0.0000,2.9000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 05:30:00,2024,1,18.3000,0.0000,1.6750,0.0250,73.2000,0.0000,6.7000,0.1000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 05:45:00,2024,1,17.9250,0.0000,1.7250,0.0250,71.7000,0.0000,6.9000,0.1000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 06:00:00,2024,1,20.6000,0.0000,1.9000,0.0000,82.4000,0.0000,7.6000,0.0000,4,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 06:15:00,2024,1,18.8250,0.0000,2.3250,0.0000,75.3000,0.0000,9.3000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 06:30:00,2024,1,18.4250,0.0000,1.6500,0.0000,73.7000,0.0000,6.6000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 06:45:00,2024,1,18.7750,0.0000,1.7250,0.0000,75.1000,0.0000,6.9000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 07:00:00,2024,1,19.1750,0.0000,2.1750,0.0000,76.7000,0.0000,8.7000,0.0000,3,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 07:15:00,2024,1,20.4000,0.0000,2.4250,0.0000,81.6000,0.0000,9.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 07:30:00,2024,1,21.4250,0.0000,2.7500,0.0000,85.7000,0.0000,11.0000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 07:45:00,2024,1,21.1500,0.0000,2.8500,0.0000,84.6000,0.0000,11.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 08:00:00,2024,1,22.8750,0.0000,2.7250,0.0000,91.5000,0.0000,10.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 08:15:00,2024,1,26.7500,0.0000,3.8250,0.0000,107.0000,0.0000,15.3000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 08:30:00,2024,1,29.3500,0.0000,5.3000,0.0000,117.4000,0.0000,21.2000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 08:45:00,2024,1,30.5000,0.0000,5.6500,0.0000,122.0000,0.0000,22.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 09:00:00,2024,1,28.3250,0.0000,4.6250,0.0000,113.3000,0.0000,18.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 09:15:00,2024,1,27.8750,0.0000,5.7750,0.0000,111.5000,0.0000,23.1000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 09:30:00,2024,1,28.4000,0.0000,5.3500,0.0000,113.6000,0.0000,21.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 09:45:00,2024,1,27.5750,0.0000,4.5750,0.0000,110.3000,0.0000,18.3000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 10:00:00,2024,1,28.1750,0.0000,5.2250,0.0000,112.7000,0.0000,20.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 10:15:00,2024,1,26.3000,0.0000,5.3500,0.0000,105.2000,0.0000,21.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 10:30:00,2024,1,28.5500,0.0000,5.1750,0.0000,114.2000,0.0000,20.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 10:45:00,2024,1,26.9500,0.0000,5.9000,0.0000,107.8000,0.0000,23.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 11:00:00,2024,1,25.9000,0.0000,5.4500,0.0000,103.6000,0.0000,21.8000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 11:15:00,2024,1,23.4750,0.0000,4.7000,0.0000,93.9000,0.0000,18.8000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 11:30:00,2024,1,25.4250,0.0000,5.9000,0.0000,101.7000,0.0000,23.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 11:45:00,2024,1,25.3500,0.0000,5.6250,0.0000,101.4000,0.0000,22.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 12:00:00,2024,1,24.7750,0.0000,5.1000,0.0000,99.1000,0.0000,20.4000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 12:15:00,2024,1,25.0750,0.0000,5.3750,0.0000,100.3000,0.0000,21.5000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 12:30:00,2024,1,23.9750,0.0000,5.4750,0.0000,95.9000,0.0000,21.9000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 12:45:00,2024,1,26.1500,0.0000,5.6500,0.0000,104.6000,0.0000,22.6000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 13:00:00,2024,1,24.3750,0.0000,5.4250,0.0000,97.5000,0.0000,21.7000,0.0000,2,0.0000,,,,,Ne
3-5389,383111580014962888,13. 1. 2024 13:15:00,2024,1,19.0000,0.0000,5.3000,0.0000,76.0000,0.0000,21.2000,0.0000,2,0.0000,,,,,Ne
