Merilno mesto,GSRN MM,Časovna značka,Leto,Mesec,Energija A+,Energija A-,Energija R+,Energija R-,P+ Prejeta delovna moč,P- Oddana delovna moč,Q+ Prejeta jalova moč,Q- Oddana jalova moč,Blok,Dogovorjena moč,Status odčitka A+,Status odčitka A-,Status odčitka R+,Status odčitka R-,Obračunski podatek
3-5389,383111580014962888,2. 1. 2023 16:00:00,2023,1,11.5000,0.0000,2.5000,0.0000,46.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 16:15:00,2023,1,12.2500,0.0000,2.0000,0.0000,49.0000,0.0000,8.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 16:30:00,2023,1,12.7500,0.0000,2.2500,0.0000,51.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 16:45:00,2023,1,11.2500,0.0000,2.2500,0.0000,45.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 17:00:00,2023,1,12.2500,0.0000,3.0000,0.0000,49.0000,0.0000,12.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 17:15:00,2023,1,12.0000,0.0000,2.2500,0.0000,48.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 17:30:00,2023,1,12.2500,0.0000,2.7500,0.0000,49.0000,0.0000,11.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 17:45:00,2023,1,13.7500,0.0000,2.7500,0.0000,55.0000,0.0000,11.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 18:00:00,2023,1,12.0000,0.0000,2.7500,0.0000,48.0000,0.0000,11.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 18:15:00,2023,1,11.5000,0.0000,2.5000,0.0000,46.0000,0.0000,10.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 18:30:00,2023,1,12.5000,0.0000,2.7500,0.0000,50.0000,0.0000,11.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 18:45:00,2023,1,11.5000,0.0000,2.5000,0.0000,46.0000,0.0000,10.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 19:00:00,2023,1,14.0000,0.0000,2.5000,0.0000,56.0000,0.0000,10.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 19:15:00,2023,1,12.2500,0.0000,2.5000,0.0000,49.0000,0.0000,10.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 19:30:00,2023,1,11.7500,0.0000,2.7500,0.0000,47.0000,0.0000,11.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 19:45:00,2023,1,17.2500,0.0000,3.0000,0.0000,69.0000,0.0000,12.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 20:00:00,2023,1,20.2500,0.0000,3.2500,0.0000,81.0000,0.0000,13.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 20:15:00,2023,1,21.7500,0.0000,3.2500,0.0000,87.0000,0.0000,13.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 20:30:00,2023,1,19.2500,0.0000,3.2500,0.2500,77.0000,0.0000,13.0000,1.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 20:45:00,2023,1,16.2500,0.0000,2.0000,0.0000,65.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 21:00:00,2023,1,15.0000,0.0000,3.0000,0.0000,60.0000,0.0000,12.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 21:15:00,2023,1,15.5000,0.0000,2.7500,0.0000,62.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 21:30:00,2023,1,14.0000,0.0000,2.7500,0.0000,56.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 21:45:00,2023,1,12.2500,0.0000,2.5000,0.0000,49.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 22:00:00,2023,1,12.0000,0.0000,2.5000,0.0000,48.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 22:15:00,2023,1,11.5000,0.0000,2.2500,0.0000,46.0000,0.0000,9.0000,0.0000,4,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 22:30:00,2023,1,11.7500,0.0000,2.7500,0.0000,47.0000,0.0000,11.0000,0.0000,4,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 22:45:00,2023,1,12.7500,0.0000,2.2500,0.2500,51.0000,0.0000,9.0000,1.0000,4,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 23:00:00,2023,1,13.2500,0.0000,2.5000,0.0000,53.0000,0.0000,10.0000,0.0000,4,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 23:15:00,2023,1,12.2500,0.0000,2.5000,0.5000,49.0000,0.0000,10.0000,2.0000,4,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 23:30:00,2023,1,12.0000,0.0000,2.0000,0.0000,48.0000,0.0000,8.0000,0.0000,4,,,,,,Ne
3-5389,383111580014962888,2. 1. 2023 23:45:00,2023,1,11.7500,0.0000,1.7500,0.0000,47.0000,0.0000,7.0000,0.0000,4,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 00:00:00,2023,1,12.5000,0.0000,2.7500,0.0000,50.0000,0.0000,11.0000,0.0000,4,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 00:15:00,2023,1,13.2500,0.0000,2.5000,0.0000,53.0000,0.0000,10.0000,0.0000,3,,1.4.0. 1.4.9. 1.5.257,1.4.0. 1.4.9. 1.5.257,1.4.0. 1.4.9. 1.5.257,1.4.0. 1.4.9. 1.5.257,Ne
3-5389,383111580014962888,3. 1. 2023 00:30:00,2023,1,11.5000,0.0000,2.0000,0.0000,46.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 00:45:00,2023,1,12.2500,0.0000,2.7500,0.0000,49.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 01:00:00,2023,1,12.0000,0.0000,2.5000,0.0000,48.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 01:15:00,2023,1,11.2500,0.0000,2.5000,0.0000,45.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 01:30:00,2023,1,14.7500,0.0000,2.7500,0.2500,59.0000,0.0000,11.0000,1.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 01:45:00,2023,1,11.7500,0.0000,2.7500,0.0000,47.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 02:00:00,2023,1,11.5000,0.0000,2.5000,0.2500,46.0000,0.0000,10.0000,1.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 02:15:00,2023,1,12.2500,0.0000,2.5000,0.0000,49.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 02:30:00,2023,1,11.5000,0.0000,2.7500,0.0000,46.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 02:45:00,2023,1,14.0000,0.0000,2.7500,0.0000,56.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 03:00:00,2023,1,12.0000,0.0000,2.2500,0.0000,48.0000,0.0000,9.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 03:15:00,2023,1,12.2500,0.0000,2.5000,0.0000,49.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 03:30:00,2023,1,13.5000,0.0000,2.7500,0.0000,54.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 03:45:00,2023,1,12.7500,0.0000,2.5000,0.0000,51.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 04:00:00,2023,1,14.7500,0.0000,3.0000,0.0000,59.0000,0.0000,12.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 04:15:00,2023,1,13.0000,0.0000,2.7500,0.0000,52.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 04:30:00,2023,1,12.2500,0.0000,2.5000,0.0000,49.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 04:45:00,2023,1,12.5000,0.0000,2.7500,0.0000,50.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 05:00:00,2023,1,13.7500,0.0000,2.7500,0.0000,55.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 05:15:00,2023,1,13.7500,0.0000,2.5000,0.0000,55.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 05:30:00,2023,1,14.5000,0.0000,2.7500,0.2500,58.0000,0.0000,11.0000,1.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 05:45:00,2023,1,13.0000,0.0000,2.0000,0.0000,52.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 06:00:00,2023,1,14.0000,0.0000,3.0000,0.0000,56.0000,0.0000,12.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 06:15:00,2023,1,15.2500,0.0000,3.7500,0.0000,61.0000,0.0000,15.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 06:30:00,2023,1,17.7500,0.0000,5.2500,0.0000,71.0000,0.0000,21.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 06:45:00,2023,1,20.0000,0.0000,4.5000,0.0000,80.0000,0.0000,18.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 07:00:00,2023,1,23.7500,0.0000,6.7500,0.0000,95.0000,0.0000,27.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 07:15:00,2023,1,28.7500,0.0000,7.2500,0.0000,115.0000,0.0000,29.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 07:30:00,2023,1,31.5000,0.0000,6.2500,0.0000,126.0000,0.0000,25.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 07:45:00,2023,1,39.2500,0.0000,9.0000,0.0000,157.0000,0.0000,36.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 08:00:00,2023,1,54.2500,0.0000,13.2500,0.0000,217.0000,0.0000,53.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 08:15:00,2023,1,57.0000,0.0000,14.7500,0.0000,228.0000,0.0000,59.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 08:30:00,2023,1,58.0000,0.0000,15.0000,0.0000,232.0000,0.0000,60.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 08:45:00,2023,1,59.7500,0.0000,15.7500,0.0000,239.0000,0.0000,63.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 09:00:00,2023,1,60.0000,0.0000,16.5000,0.0000,240.0000,0.0000,66.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 09:15:00,2023,1,57.5000,0.0000,15.7500,0.0000,230.0000,0.0000,63.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 09:30:00,2023,1,53.7500,0.0000,14.5000,0.0000,215.0000,0.0000,58.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 09:45:00,2023,1,51.5000,0.0000,13.7500,0.0000,206.0000,0.0000,55.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 10:00:00,2023,1,53.5000,0.0000,14.5000,0.0000,214.0000,0.0000,58.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 10:15:00,2023,1,57.7500,0.0000,15.5000,0.0000,231.0000,0.0000,62.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 10:30:00,2023,1,57.7500,0.0000,15.0000,0.0000,231.0000,0.0000,60.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 10:45:00,2023,1,54.7500,0.0000,14.2500,0.0000,219.0000,0.0000,57.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 11:00:00,2023,1,51.7500,0.0000,14.2500,0.0000,207.0000,0.0000,57.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 11:15:00,2023,1,56.5000,0.0000,15.0000,0.0000,226.0000,0.0000,60.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 11:30:00,2023,1,58.7500,0.0000,14.5000,0.0000,235.0000,0.0000,58.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 11:45:00,2023,1,55.0000,0.0000,15.0000,0.0000,220.0000,0.0000,60.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 12:00:00,2023,1,56.2500,0.0000,15.2500,0.0000,225.0000,0.0000,61.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 12:15:00,2023,1,59.2500,0.0000,15.2500,0.0000,237.0000,0.0000,61.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 12:30:00,2023,1,61.2500,0.0000,16.0000,0.0000,245.0000,0.0000,64.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 12:45:00,2023,1,54.7500,0.0000,14.7500,0.0000,219.0000,0.0000,59.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 13:00:00,2023,1,47.2500,0.0000,13.2500,0.0000,189.0000,0.0000,53.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 13:15:00,2023,1,51.7500,0.0000,13.5000,0.0000,207.0000,0.0000,54.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 13:30:00,2023,1,58.5000,0.0000,15.0000,0.0000,234.0000,0.0000,60.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 13:45:00,2023,1,55.5000,0.0000,13.7500,0.0000,222.0000,0.0000,55.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 14:00:00,2023,1,55.2500,0.0000,13.7500,0.0000,221.0000,0.0000,55.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 14:15:00,2023,1,55.2500,0.0000,14.2500,0.0000,221.0000,0.0000,57.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 14:30:00,2023,1,57.2500,0.0000,14.7500,0.0000,229.0000,0.0000,59.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 14:45:00,2023,1,57.5000,0.0000,15.0000,0.0000,230.0000,0.0000,60.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 15:00:00,2023,1,56.5000,0.0000,14.5000,0.0000,226.0000,0.0000,58.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 15:15:00,2023,1,52.0000,0.0000,13.5000,0.0000,208.0000,0.0000,54.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 15:30:00,2023,1,43.2500,0.0000,12.2500,0.0000,173.0000,0.0000,49.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 15:45:00,2023,1,38.2500,0.0000,11.7500,0.0000,153.0000,0.0000,47.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 16:00:00,2023,1,36.2500,0.0000,11.2500,0.0000,145.0000,0.0000,45.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 16:15:00,2023,1,35.0000,0.0000,9.5000,0.0000,140.0000,0.0000,38.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 16:30:00,2023,1,34.2500,0.0000,9.7500,0.0000,137.0000,0.0000,39.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 16:45:00,2023,1,33.2500,0.0000,9.7500,0.0000,133.0000,0.0000,39.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 17:00:00,2023,1,35.7500,0.0000,10.2500,0.0000,143.0000,0.0000,41.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 17:15:00,2023,1,35.7500,0.0000,10.2500,0.0000,143.0000,0.0000,41.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 17:30:00,2023,1,32.5000,0.0000,9.2500,0.0000,130.0000,0.0000,37.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 17:45:00,2023,1,30.0000,0.0000,9.0000,0.0000,120.0000,0.0000,36.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 18:00:00,2023,1,30.0000,0.0000,9.5000,0.0000,120.0000,0.0000,38.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 18:15:00,2023,1,25.2500,0.0000,5.2500,0.0000,101.0000,0.0000,21.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 18:30:00,2023,1,20.2500,0.0000,3.0000,0.0000,81.0000,0.0000,12.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 18:45:00,2023,1,19.5000,0.0000,3.7500,0.0000,78.0000,0.0000,15.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 19:00:00,2023,1,23.7500,0.0000,4.5000,0.0000,95.0000,0.0000,18.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 19:15:00,2023,1,29.5000,0.0000,4.5000,0.0000,118.0000,0.0000,18.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 19:30:00,2023,1,27.0000,0.0000,3.7500,0.0000,108.0000,0.0000,15.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 19:45:00,2023,1,24.5000,0.0000,3.2500,0.0000,98.0000,0.0000,13.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 20:00:00,2023,1,21.7500,0.0000,3.0000,0.0000,87.0000,0.0000,12.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 20:15:00,2023,1,16.2500,0.0000,3.5000,0.0000,65.0000,0.0000,14.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 20:30:00,2023,1,16.7500,0.0000,2.5000,0.0000,67.0000,0.0000,10.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 20:45:00,2023,1,15.7500,0.0000,2.2500,0.0000,63.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 21:00:00,2023,1,14.2500,0.0000,2.7500,0.0000,57.0000,0.0000,11.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 21:15:00,2023,1,13.7500,0.0000,2.2500,0.0000,55.0000,0.0000,9.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 21:30:00,2023,1,14.2500,0.0000,2.0000,0.0000,57.0000,0.0000,8.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 21:45:00,2023,1,13.0000,0.0000,3.0000,0.0000,52.0000,0.0000,12.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 22:00:00,2023,1,13.5000,0.0000,1.7500,0.0000,54.0000,0.0000,7.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 22:15:00,2023,1,12.7500,0.0000,1.2500,0.0000,51.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 22:30:00,2023,1,13.7500,0.0000,2.0000,0.0000,55.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 22:45:00,2023,1,13.5000,0.0000,2.5000,0.0000,54.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 23:00:00,2023,1,12.5000,0.0000,1.2500,0.0000,50.0000,0.0000,5.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 23:15:00,2023,1,13.7500,0.0000,2.5000,0.0000,55.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 23:30:00,2023,1,13.0000,0.0000,1.7500,0.0000,52.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,3. 1. 2023 23:45:00,2023,1,15.2500,0.0000,3.2500,0.2500,61.0000,0.0000,13.0000,1.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 00:00:00,2023,1,13.0000,0.0000,1.5000,0.0000,52.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 00:15:00,2023,1,12.5000,0.0000,1.7500,0.0000,50.0000,0.0000,7.0000,0.0000,3,,1.4.0. 1.4.9. 1.5.257,1.4.0. 1.4.9. 1.5.257,1.4.0. 1.4.9. 1.5.257,1.4.0. 1.4.9. 1.5.257,Ne
3-5389,383111580014962888,4. 1. 2023 00:30:00,2023,1,13.7500,0.0000,2.5000,0.0000,55.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 00:45:00,2023,1,14.0000,0.0000,2.0000,0.0000,56.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 01:00:00,2023,1,13.0000,0.0000,2.0000,0.0000,52.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 01:15:00,2023,1,13.0000,0.0000,1.7500,0.0000,52.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 01:30:00,2023,1,13.0000,0.0000,1.5000,0.0000,52.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 01:45:00,2023,1,15.7500,0.0000,2.5000,0.0000,63.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 02:00:00,2023,1,14.0000,0.0000,1.7500,0.0000,56.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 02:15:00,2023,1,14.2500,0.0000,1.5000,0.0000,57.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 02:30:00,2023,1,14.7500,0.0000,2.2500,0.0000,59.0000,0.0000,9.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 02:45:00,2023,1,15.5000,0.0000,2.7500,0.0000,62.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 03:00:00,2023,1,14.5000,0.0000,2.2500,0.0000,58.0000,0.0000,9.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 03:15:00,2023,1,14.5000,0.0000,1.5000,0.0000,58.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 03:30:00,2023,1,13.7500,0.0000,1.5000,0.0000,55.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 03:45:00,2023,1,16.2500,0.0000,2.5000,0.0000,65.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 04:00:00,2023,1,14.2500,0.0000,2.2500,0.0000,57.0000,0.0000,9.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 04:15:00,2023,1,14.5000,0.0000,2.0000,0.0000,58.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 04:30:00,2023,1,13.7500,0.0000,1.5000,0.0000,55.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 04:45:00,2023,1,14.5000,0.0000,2.5000,0.0000,58.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 05:00:00,2023,1,13.7500,0.0000,2.5000,0.0000,55.0000,0.0000,10.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 05:15:00,2023,1,13.0000,0.0000,1.5000,0.0000,52.0000,0.0000,6.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 05:30:00,2023,1,13.7500,0.0000,1.7500,0.0000,55.0000,0.0000,7.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 05:45:00,2023,1,15.5000,0.0000,2.7500,0.0000,62.0000,0.0000,11.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 06:00:00,2023,1,13.7500,0.0000,2.0000,0.0000,55.0000,0.0000,8.0000,0.0000,3,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 06:15:00,2023,1,15.5000,0.0000,3.0000,0.0000,62.0000,0.0000,12.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 06:30:00,2023,1,17.0000,0.0000,5.2500,0.0000,68.0000,0.0000,21.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 06:45:00,2023,1,21.7500,0.0000,5.5000,0.0000,87.0000,0.0000,22.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 07:00:00,2023,1,23.7500,0.0000,5.5000,0.0000,95.0000,0.0000,22.0000,0.0000,2,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 07:15:00,2023,1,28.5000,0.0000,6.5000,0.0000,114.0000,0.0000,26.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 07:30:00,2023,1,31.2500,0.0000,7.0000,0.0000,125.0000,0.0000,28.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 07:45:00,2023,1,36.2500,0.0000,7.2500,0.0000,145.0000,0.0000,29.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 08:00:00,2023,1,37.2500,0.0000,7.2500,0.0000,149.0000,0.0000,29.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 08:15:00,2023,1,45.5000,0.0000,11.5000,0.0000,182.0000,0.0000,46.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 08:30:00,2023,1,46.0000,0.0000,12.5000,0.0000,184.0000,0.0000,50.0000,0.0000,1,,,,,,Ne
3-5389,383111580014962888,4. 1. 2023 08:45:00,2023,1,47.2500,0.0000,13.0000,0.0000,189.0000,0.0000,52.0000,0.0000,1,,,,,,Ne
